day,pnl,avg_pnl_last_1D,num_trades_last_1D,pnl_last_1D,pl_ratio_last_1D,std_last_1D,avg_pnl_last_3D,num_trades_last_3D,pnl_last_3D,pl_ratio_last_3D,std_last_3D,avg_pnl_last_5D,num_trades_last_5D,pnl_last_5D,pl_ratio_last_5D,std_last_5D,avg_pnl_last_10D,num_trades_last_10D,pnl_last_10D,pl_ratio_last_10D,std_last_10D,avg_pnl_last_21D,num_trades_last_21D,pnl_last_21D,pl_ratio_last_21D,std_last_21D
2018-01-30,-227216.89999999997,-206.12559819413084,443,-91313.63999999997,-1.1806020359349179,689.0613354715235,42.671957913998185,1093,46640.45000000002,-1.0708916716734422,709.5692556224661,65.87005483744602,2553,168166.24999999968,-1.146829924080877,688.1097238866219,120.41064257852582,4871,586520.2399999993,-1.2102372569389366,700.1244027257413,,,,,
2018-01-31,47306.719999999994,-565.2161691542287,402,-227216.89999999997,-0.8341836195037556,856.722324450398,-247.634433085502,1076,-266454.65000000014,-0.8666002894059989,810.689174841481,-34.888638931689634,1947,-67928.17999999972,-0.899295405749786,780.5145237140384,9.049377777777833,4500,40722.20000000025,-1.0277082525435635,711.6291978456646,,,,,
2018-02-01,-34534.99000000001,246.38916666666663,192,47306.719999999994,-1.2336487902093356,606.7970777440185,-261.5465959498554,1037,-271223.82,-0.9077929575863662,800.2277327689061,-78.99806164789544,1687,-133269.7299999996,-0.872678482453416,788.0290630424169,-1.5870358381502014,4325,-6863.929999999621,-1.02740496865506,704.158303796158,,,,,
2018-02-02,-262417.3299999999,-137.04361111111115,252,-34534.99000000001,-1.0362820099568562,764.9332184691124,-253.48128841607567,846,-214445.17,-0.822447083560557,844.7169736147595,-166.89665789473693,1520,-253682.92000000013,-0.9002434358063354,796.9285088327641,-6.593298072402415,4254,-28047.889999999872,-1.0079719106046061,717.8420327670045,109.1606958682822,9657,1054164.8400000012,-1.0956905067625378,710.0416296848681
2018-02-05,-292484.0299999999,-483.2731675874768,543,-262417.3299999999,-0.8528211271558265,729.1829572429766,-252.93373860182353,987,-249645.59999999983,-0.8821095414896012,771.1406305519438,-310.1398144104804,1832,-568176.1400000001,-0.8980840499001232,784.157360180874,-74.04674397453365,4398,-325657.579999999,-0.9372369076383482,750.3262203163863,67.73877172894774,9607,650766.3800000009,-1.029110013467379,720.3837544084122
2018-02-06,-58975.88000000002,-667.7717579908674,438,-292484.0299999999,-0.7764338425006857,832.0515453525832,-478.050567721005,1233,-589436.3499999992,-0.8185812407663069,797.6466848873396,-421.0982649151613,1827,-769346.5299999997,-0.7986795498421696,826.5334226727148,-137.2557716894979,4380,-601180.2800000007,-0.8599599261463852,786.5150012798432,5.663831975996402,9332,52854.879999998426,-0.9475763706215948,737.1210224285859
2018-02-07,-6442.360000000001,-677.8836781609198,87,-58975.88000000002,-0.6374286456845308,1344.3808522946006,-574.7914232209733,1068,-613877.2399999995,-0.8166850554252614,842.708626075812,-397.5565542328037,1512,-601105.5099999992,-0.7888156386005855,855.5997583275115,-193.41823937554224,3459,-669033.6900000006,-0.8019296684756237,833.8250919552273,-12.488867714254015,8973,-112062.61000000128,-0.9399599569087093,752.8235850320972
2018-02-08,121172.4599999999,-82.59435897435898,78,-6442.360000000001,-0.9759062285864704,999.0988753379279,-593.536102819237,603,-357902.26999999996,-0.7863918663813544,965.1704182720091,-468.42245350500644,1398,-654854.589999999,-0.8264349348436503,860.4847265658685,-255.46979578606204,3085,-788124.3200000013,-0.7995038824728657,844.2140125302817,-10.153030444418656,8573,-87041.93000000114,-0.927807394723487,763.2434873558572
2018-02-09,401931.07,160.49332450331113,755,121172.4599999999,-1.2986495079530074,667.7807762866145,60.60241304347813,920,55754.21999999988,-0.903143552795393,826.4363297363511,-262.57082588111507,1901,-499147.1399999997,-0.7653144260594444,862.6798000768911,-220.06140309850971,3421,-752830.0600000017,-0.8182274246938224,835.4592877768237,-1.9636888640181476,8935,-17545.560000002148,-0.9446458448367155,765.0315373023665
2018-02-12,59268.07000000002,614.573501529052,654,401931.07,-1.5901254351834664,817.8179813271898,347.45203093476823,1487,516661.17000000033,-1.5433741005111914,794.8347758844346,82.1079821073562,2012,165201.26000000065,-0.9932143803714995,946.150659454239,-104.83217481789777,3844,-402974.879999999,-1.0014694094388248,894.4242929057212,48.16246481922496,9238,444924.85000000015,-1.0045394706469866,790.9084506665389
2018-02-13,-348623.1600000002,299.333686868687,198,59268.07000000002,-1.1605653112709247,740.29104577701,362.3967641568144,1607,582371.6000000008,-1.5807996331657095,771.197198000429,291.73440180586954,1772,516953.3600000008,-1.2117290147727506,853.7536938584883,-70.1286940816891,3599,-252393.16999999908,-0.9548611264439976,912.5129512269626,46.59668528864072,9129,425381.1400000011,-1.0070270520291142,790.7234097417082
2018-02-14,-756588.2099999995,-412.57178698224874,845,-348623.1600000002,-0.860096621592682,569.4809267240536,66.33823217442563,1697,112575.98000000029,-1.4013073066976696,848.2656855889051,89.84430039525706,2530,227306.08000000037,-1.2957819961142938,805.7714756542468,-92.47882978723398,4042,-373799.42999999976,-1.032634169270658,857.82126463472,-1.5562093397746155,9315,-14496.090000000544,-1.0206641015992655,795.2237214147375
2018-02-15,385073.4999999998,-592.9374686520372,1276,-756588.2099999995,-1.1093640300145935,744.9441811030842,-451.03203967227154,2319,-1045943.2999999977,-0.9446110290193496,728.0154776105796,-140.24671942060036,3728,-522839.76999999816,-1.093346744640979,845.9805379567575,-229.74919235271145,5126,-1177694.359999999,-1.0074370172025122,862.4355984824243,-110.986498268486,9818,-1089665.4399999955,-0.9574963259303363,802.5678121566314
2018-02-16,-87837.40000000005,461.1658682634728,835,385073.4999999998,-1.1634712080843526,704.9312265819652,-243.61903585926908,2956,-720137.8699999994,-1.0092265705802286,820.8354170732621,-67.99861607142836,3808,-258938.72999999917,-1.117730442047234,881.6788674728548,-132.78785601681534,5709,-758085.8699999987,-1.0056593686940143,880.1878849709095,-77.72552887419789,10286,-799484.7899999996,-0.9853112911207453,810.5708267212766
2018-02-20,-88990.11999999997,-229.94083769633522,382,-87837.40000000005,-0.7727780752336209,604.8102601399073,-184.25676293622138,2493,-459352.1099999999,-0.9603425136316289,855.4878119326627,-211.7384615384612,3536,-748707.1999999988,-0.9857017331250887,805.5867420822392,-105.174105984138,5548,-583505.9399999976,-1.0132880111991445,870.760634200352,-84.4824707588203,10345,-873971.159999996,-0.9790730851017561,810.8708843887194
2018-02-21,14943.32999999999,-266.43748502994004,334,-88990.11999999997,-1.1111303732296418,658.6949540316284,134.26562217923924,1551,208245.98000000007,-1.1951872461952042,758.8355797561079,-244.27162037037039,3672,-896965.39,-1.0093152833408392,787.3869022056762,-69.80382623071266,5444,-380012.0299999997,-1.0715500223400076,847.6479405267036,-97.09665758754846,10280,-998153.6399999982,-0.9843344389594132,815.6928061740969
2018-02-22,67145.95000000003,80.34048387096769,186,14943.32999999999,-0.9969827932735227,689.5117504673592,-179.47249445676275,902,-161884.19,-0.9259808140535721,656.8193254435733,-177.03249253235975,3013,-533398.8999999999,-0.9724052843877101,829.4670672491911,-55.22150820855117,5543,-306092.81999999913,-1.08677750224688,829.4579197964914,-96.5283696303694,10010,-966248.9799999977,-0.9802665228512933,819.7394313942056
2018-02-23,211640.39000000007,275.18831967213123,244,67145.95000000003,-1.281190724752527,794.3395022890193,-9.0325130890053,764,-6900.84000000005,-1.1350364358797154,750.7667875556057,146.55994952044415,1981,290335.25999999983,-1.1851633305667657,758.7912921103743,-40.72596076370608,5709,-232504.50999999797,-1.0890588140515616,828.1126920557194,-98.20252649794467,9246,-907980.5599999964,-0.9775907041731673,835.0996799878654
2018-02-26,217398.98,405.4413601532568,522,211640.39000000007,-1.0668377303541978,599.5922662677306,308.539569327731,952,293729.6699999999,-1.134401155093691,683.6251305458164,70.08522182254201,1668,116902.15000000008,-1.0778202270665473,716.3314664386036,-25.938016800584457,5476,-142036.58000000048,-1.078932199718633,837.2051231884544,-86.8386045513098,9316,-808988.440000002,-0.9737854697423971,837.0812302262432
2018-02-27,-23651.869999999995,298.21533607681755,729,217398.98,-1.0002631058041205,655.8321362012314,331.89653511705626,1495,496185.3199999991,-1.07259523049203,664.2380017361273,209.4980297766746,2015,422138.52999999933,-1.0620860879748144,702.3932504498173,-58.83060169338852,5551,-326568.6699999997,-0.9435918650375704,795.9347583802335,-70.37893829212553,9626,-677467.6600000003,-0.9577087373044325,835.9077003693297
2018-02-28,82961.11,-19.742796327212016,1198,-23651.869999999995,-0.9322209097436591,621.850486042608,165.5318497345855,2449,405387.4999999999,-1.1341102946391994,654.3148299626042,169.3215630427229,2879,487476.77999999915,-1.1421278064496843,670.7077770910555,-62.5078018623111,6551,-409488.61,-0.9326705794177402,766.3868526862353,-71.10312659303318,10593,-753195.4200000005,-0.9528011489936458,816.579796680181
2018-03-01,7919.539999999999,270.23162866449513,307,82961.11,-1.3871255840179664,744.806755277363,123.86222918531786,2234,276708.2200000001,-1.116197395578557,669.2392764605434,185.16485333333327,3000,555494.5599999998,-1.179552752833647,677.714404046162,3.6746482620989642,6013,22095.660000001073,-0.9379191140773899,778.9095156699042,-55.36202256861411,10457,-578920.6699999977,-0.9453271010299414,821.0034499894373
2018-03-02,-67702.80000000005,48.586134969325144,163,7919.539999999999,-1.1536130430349172,771.4852534717209,40.30502398081546,1668,67228.78000000019,-1.0863651262558829,671.0639780780358,170.01306954436433,2919,496268.14999999944,-1.1556992335250118,672.8069482338494,160.5313081632652,4900,786603.4099999996,-1.1493122823508732,708.9197606136815,-33.64496281072607,10218,-343784.229999999,-0.9654490507855884,812.3451949461643
2018-03-05,-163258.64999999997,-358.2158730158733,189,-67702.80000000005,-1.17243300731162,792.5353683038992,35.17124430955987,659,23177.84999999995,-1.0755129719292884,809.910094972498,83.8843619489559,2586,216924.95999999996,-1.03678533541806,697.1963016426622,78.47369769628574,4254,333827.1099999995,-1.047794147217602,704.7933505958208,-44.91372980910419,10215,-458793.7499999993,-0.9647024769386123,815.5657429028449
2018-03-06,459804.5199999997,-339.4150727650727,481,-163258.64999999997,-0.8252051301770571,619.8879860912407,-267.7573949579834,833,-223041.91000000018,-0.9660288047272619,710.8210376994136,-70.03108212147164,2338,-163732.67000000068,-0.9354934398286247,693.8554636890082,59.36270617964605,4353,258405.85999999923,-1.0307607823274594,711.6039243232385,-56.25406070471091,10444,-587517.4100000007,-0.9648971649052788,811.0506226707963
2018-03-07,-531943.7000000003,318.6448510048508,1443,459804.5199999997,-1.293120449766216,608.4615632291526,108.30244675816373,2113,228843.06999999995,-0.9899175601974418,701.2843752353909,123.7799922570655,2583,319723.7200000002,-1.0329345385633306,713.3768218176291,147.78478579274994,5462,807200.5000000002,-1.0755832048361407,691.5883532114336,11.874509873060891,11344,134704.44000000274,-0.9692955892362239,794.8374237310534
2018-03-08,95009.86000000003,-614.2536951501158,866,-531943.7000000003,-0.5896262833251839,615.1160744327922,-84.37198207885322,2790,-235397.83000000048,-0.8014315889268139,746.6881833370895,-93.94687778485044,3142,-295181.0900000001,-0.8197769650774441,754.3722334366689,42.38252523607939,6142,260313.4699999996,-0.9069773622511201,731.3833514302984,-8.898677370030644,11772,-104755.23000000074,-0.9610804103445133,788.72973191653
2018-03-09,70959.62,250.02594736842113,380,95009.86000000003,-1.387618737716619,676.3423748928358,8.505273335812545,2689,22870.67999999993,-0.80516022117573,754.9395584978843,-61.950214349508876,3359,-208090.7700000003,-0.8300471226042073,752.6993320560701,45.90273654029939,6278,288177.37999999954,-0.9082367632068523,725.9403205399661,4.080440116038048,12065,49230.50999999905,-0.9754159320688578,779.1518586931311
2018-03-12,53994.160000000025,264.7747014925373,268,70959.62,-0.8922718802056535,889.1341937434789,-241.72669749009265,1514,-365974.22000000026,-0.7908528249988807,810.3480292697726,-20.194400814427247,3438,-69428.35000000088,-0.8454403141111828,763.142482090185,24.48482901726409,6024,147496.60999999888,-0.897366622467194,737.359353970926,10.333128518971824,12255,126632.48999999971,-0.9774310954587961,781.0249959480011
2018-03-13,146244.3799999999,135.6637185929649,398,53994.160000000025,-1.3103857068339857,748.8134455969497,210.2902868068835,1046,219963.64000000013,-1.2013536079290066,765.2066174974375,44.06094187779438,3355,147824.46000000014,-0.859956901741465,769.6523263278561,-2.794345687686645,5693,-15908.210000000068,-0.9142459961634888,741.5919900586882,4.996990250462285,11898,59454.190000000264,-0.9771157543593829,786.0209575415355
2018-03-14,46991.649999999994,278.5607238095236,525,146244.3799999999,-0.8535174192554777,634.6362682468858,227.70626364399686,1191,271198.16000000027,-1.023856532144569,739.6561377530519,-68.00807550266724,2437,-165735.68000000005,-0.8087052332376716,798.5585123835041,30.67490836653373,5020,153988.03999999934,-0.8912146233378339,761.9817256245352,-16.673676608038047,11769,-196232.49999999977,-0.917669765658036,766.5645512138236
2018-03-15,15946.53,218.56581395348834,215,46991.649999999994,-1.2075702301668187,786.0934968352448,217.24972759226702,1138,247230.18999999986,-1.0980125958769216,709.0295549205274,231.3547984322508,1786,413199.6699999999,-1.1018738839661864,732.5627592830893,23.94857548701283,4928,118018.57999999922,-0.8855384462917626,762.7429049233837,-17.69123706091973,11786,-208508.91999999993,-0.9198304059573068,766.9225885124927
2018-03-16,-2428.2599999999948,86.19745945945947,185,15946.53,-1.2329327339394678,644.860785729279,226.14330810810787,925,209182.5599999998,-1.0364582128116042,678.8844953578416,210.01655562539275,1591,334136.33999999985,-1.0819961645751146,737.1780343553174,25.463751515151365,4950,126045.56999999925,-0.8856135226454216,758.4564124397932,14.02667355743311,11126,156060.77000000078,-0.916924575303944,769.8542053153739
2018-03-19,-159675.28999999995,-11.347009345794367,214,-2428.2599999999948,-1.1775900827258385,778.3060115088851,98.55035830618893,614,60509.92,-1.2269718976776884,749.7354993006528,169.647664281067,1537,260748.45999999996,-1.136205735768607,716.7210984933945,38.45630351758782,4975,191320.1099999994,-0.8988195085232803,754.2262529922873,90.44323529411756,10064,910220.719999999,-0.9915422919186767,738.3783108211327
2018-03-20,80472.19000000006,-311.8658007812499,512,-159675.28999999995,-0.7654660575433531,662.098578049832,-160.4358068057078,911,-146157.01999999981,-0.9719698015254237,709.6344991927507,28.515451241671855,1651,47079.010000000235,-1.0285716677579122,728.4916627640569,38.93397323212161,5006,194903.47000000076,-0.9122472300359423,756.3602794967268,37.51893337439692,9741,365471.9300000004,-0.9597638359113687,733.2467779650276
2018-03-21,-18980.500000000004,150.97971857410894,533,80472.19000000006,-1.2976957951874832,597.0420080419069,-64.83825258141381,1259,-81631.35999999999,-0.9564157598148586,690.773663662343,-11.267739602169993,1659,-18693.18000000002,-1.0473019243555393,706.1563018224169,-45.02657714843748,4096,-184428.85999999993,-0.8855293883913073,762.9919187304978,53.960930044480236,9892,533781.5199999985,-0.9669710962411407,729.5102959647016
2018-03-22,-579455.9100000007,-59.500000000000014,319,-18980.500000000004,-0.8478720261954003,616.7860754397964,-71.9821114369501,1364,-98183.59999999995,-0.8963566564209171,658.6915474240501,-48.02344299489506,1763,-84665.33,-0.9605603368298367,674.792309244427,92.57096083403783,3549,328534.34000000026,-1.0953268269739074,718.1727586192088,61.13102561506529,9877,603791.1399999999,-0.965133960236756,726.2927340929615
2018-03-23,50648.959999999985,-849.6420967741947,682,-579455.9100000007,-0.692087555982074,716.2946294099637,-337.65594524120024,1534,-517964.22000000114,-0.546450990143788,804.1543716379942,-300.91494247787676,2260,-680067.7700000015,-0.6353824840122536,777.4872663971365,-89.82898727603272,3851,-345931.43000000203,-0.7915856061873808,801.5955373563108,0.9054179118866114,10373,9391.89999999982,-0.8619054554802175,760.5202290046666
2018-03-26,76179.63,129.86912820512816,390,50648.959999999985,-1.0395429196345702,686.2013239154686,-393.80837526958976,1391,-547787.4499999994,-0.5662895377565036,821.7167827902408,-257.3852832512312,2436,-626990.5499999992,-0.6434932661500911,776.8091493700612,-92.18275610370019,3973,-366242.09000000084,-0.7783298510132343,782.2846556099357,-0.6754529898276976,10519,-7105.089999997552,-0.857083362667612,756.3425081682801
2018-03-27,44302.25999999998,392.6785051546392,194,76179.63,-1.1409388471439699,948.2530486888851,-357.52552922590826,1266,-452627.31999999983,-0.7053701126200869,921.4819059172751,-184.6721576959391,2118,-391135.629999999,-0.6810332159030094,838.5254177552102,-91.28591668877677,3769,-344056.61999999965,-0.786087492689103,799.2386887998307,-13.98938769502477,10191,-142565.84999999744,-0.8579943402289234,763.8640817889371
2018-03-28,46841.37999999998,162.2793406593406,273,44302.25999999998,-1.1812904040088068,730.3590359659745,199.68593932322082,857,171130.85000000024,-1.1727901996371943,773.8547395061221,-229.98146393971965,1858,-427305.5599999991,-0.7089235698005333,872.3259219134801,-126.81226613591083,3517,-445998.7399999984,-0.8008712544974728,805.6959140482007,-32.42553364149952,9735,-315662.56999999785,-0.8618213351140181,766.0299650480068
2018-03-29,154438.75000000003,39.39560975609755,1189,46841.37999999998,-0.7885258704116198,631.4718964070876,101.04062198067624,1656,167323.26999999984,-0.9484361133396744,702.0633111606214,-132.508680351906,2728,-361483.6799999996,-0.6524410923432189,816.2805900632553,-99.34291026497405,4491,-446149.0099999985,-0.7443570756101706,764.981904529388,-25.207620810199266,9726,-245169.31999999806,-0.835290204358456,767.4763422880762
2018-04-02,-177007.10999999987,278.2680180180181,555,154438.75000000003,-0.8540018077408297,579.9072009017422,121.75626673277156,2017,245582.39000000025,-0.890965609887779,640.9036055105047,143.1799231064975,2601,372410.98000000004,-0.9544910946097407,679.1367874275128,-63.29084344785027,4861,-307656.79000000015,-0.744319725250298,759.5355140039447,-17.414445558452055,9974,-173691.6800000008,-0.8219944357933284,760.5192987092473
2018-04-03,133327.7,-178.43458669354825,992,-177007.10999999987,-0.9989084189584452,568.0595266222743,8.871717836257377,2736,24273.020000000182,-0.9137296203683221,621.5735587851937,45.193540430846156,3203,144754.91000000024,-0.9961790227938087,662.9923461402861,-85.51793580422027,5639,-482235.63999999815,-0.7852699930738726,729.9423864522647,-33.19617976487995,10803,-358618.3299999981,-0.846656419652777,746.1382890929855
2018-04-04,-295039.1699999997,353.65437665782497,377,133327.7,-1.2822421491516565,691.6305062378532,57.56722453222445,1924,110759.33999999984,-1.138707752142963,645.8031451393874,59.628759598346065,3386,201902.97999999978,-1.0081199548583955,648.853982581997,-34.38093204941875,5504,-189232.6500000008,-0.8102115599907668,737.3606102888755,-14.337897370576057,10991,-157587.83000000144,-0.8620196063957823,745.4982572914496
2018-04-05,519902.0500000001,-1031.6054895104885,286,-295039.1699999997,-0.5243823661011489,932.06184203925,-204.66379456193368,1655,-338718.58000000025,-0.8435828616951495,801.3150928852244,-40.434966166519715,3399,-137438.4500000005,-0.7699279757073201,734.1612030147403,-107.42705155031392,5257,-564744.0100000002,-0.722408180618149,790.9809702642908,-26.80329288625433,10796,-289368.3500000017,-0.8116838345354254,770.8763730764276
2018-04-06,-356395.17999999976,465.4449865711729,1117,519902.0500000001,-1.0895054670353734,604.4346191778163,201.2306629213482,1780,358190.5799999998,-0.6326202004051106,873.5525362926847,100.87833483618877,3327,335622.22000000003,-0.8836139517234572,771.0265088577327,-4.271091659785011,6055,-25861.45999999824,-0.772278411763273,800.2055972479134,-21.89788156637993,10470,-229270.81999999785,-0.8211474764945568,781.0790689971324
2018-04-09,86335.51999999999,-470.7994451783352,757,-356395.17999999976,-0.8587998126003655,714.0296911820412,-60.89458333333349,2160,-131532.30000000034,-0.7172597515342991,899.748964687131,-49.64911022952683,3529,-175211.7100000002,-0.8762663178920861,812.0514425100372,32.16953833605223,6130,197199.27000000016,-0.8601459922248719,764.4686735903582,-5.18504970562674,10361,-53722.29999999866,-0.8399776423369463,779.2583238992174
2018-04-10,77627.45000000001,273.21367088607593,316,86335.51999999999,-0.9595406707914897,810.5178332394554,114.0832831050229,2190,249842.39000000016,-0.8794587529505721,801.3938294012615,30.890613389414675,2853,88130.92000000007,-0.7590158456201845,880.6410033602269,38.45538804491413,6056,232885.83,-0.8640138571528834,773.2310018550797,-6.0596911721859845,10297,-62396.63999999908,-0.838790864026847,783.7545061380455
2018-04-11,-375318.29999999964,443.5854285714286,175,77627.45000000001,-1.4603927468894824,980.0392477952621,-154.1924759615385,1248,-192432.21000000002,-1.0013731431017558,876.0366610997185,12.233372312334938,2651,32430.669999999922,-0.7697169047187846,908.8889311086137,38.81624151068412,6037,234333.65000000005,-0.8686764234048199,774.235245680126,-5.461467071736622,10204,-55728.810000000485,-0.847662326533926,785.5692721258039
2018-04-12,435440.2000000003,-422.65574324324285,888,-375318.29999999964,-0.811295552262137,591.680115586373,-153.26709934735302,1379,-211355.3299999998,-1.1003036420591377,794.657241751449,-14.709025514909209,3253,-47848.45999999966,-0.9593347690233938,804.6726761844141,-27.854315995189403,6652,-185286.90999999992,-0.86419974859384,769.5583252340217,-45.3563933046569,10694,-485041.27000000083,-0.8405915958497256,780.4897053266506
2018-04-13,173958.3599999999,370.5874042553194,1175,435440.2000000003,-0.9759666595368898,554.008745687465,61.55020107238635,2238,137749.35000000065,-0.9349242322247533,727.8305016779303,-39.96083056478388,3311,-132310.30999999944,-0.8858335374142023,772.0702852678679,30.62848900271166,6638,203311.91,-0.8824894964886929,774.7542507596261,-17.264232193229898,11344,-195845.44999999995,-0.8438308571849046,774.393961276259
2018-04-16,63465.620000000024,350.01682092555313,497,173958.3599999999,-1.0529757079454969,651.0282778903166,91.43760156250055,2560,234080.2600000014,-0.901582493593802,696.4319174263255,130.46320222877796,3051,398043.23000000155,-0.9530089726559641,734.2394092524886,33.86497264437696,6580,222831.5200000004,-0.8999129451433086,782.1158016778903,-5.924543265095326,11626,-68878.73999999826,-0.8444204383409633,772.295665140744
2018-04-17,98881.78999999989,275.9374782608697,230,63465.620000000024,-0.8012770606500554,777.7568473818104,353.7666561514195,1902,672864.1799999999,-0.9500133614845663,611.898338065314,126.53400674536265,2965,375173.33000000025,-0.9406848586142692,728.7714863234162,79.632906497078,5818,463304.24999999977,-0.830983860281587,808.239860735006,-1.8301473738325584,11671,-21359.64999999979,-0.8428795290522447,775.167359079605
2018-04-18,162919.81,242.9528009828007,407,98881.78999999989,-0.6804345224852855,735.8660169609361,296.56593474426796,1134,336305.76999999984,-0.8335450091070568,710.7472950826725,123.99989677822964,3197,396427.67000000016,-0.8749500595839177,710.7349273852657,73.33418946648408,5848,428858.33999999886,-0.803099030542198,808.5327715407875,6.738907619689653,11864,79950.39999999804,-0.8324576767997707,775.0740029419691
